participant_id,form_version,scenario_id,is_modified,axis,modifier_id,choice,confidence
P_F1_14146,F1,SC005_2,1,time_pressure,MOD_SC005_2_05,1,2
P_F1_30542,F1,SC001_1,0,,,0,2
P_F1_30542,F1,SC001_2,1,self_preservation,MOD_SC001_2_01,1,3
P_F1_30542,F1,SC002_1,0,,,0,2
P_F1_30542,F1,SC002_2,1,resource_scarcity,MOD_SC002_2_02,1,3
P_F1_30542,F1,SC003_1,0,,,0,2
P_F1_30542,F1,SC003_2,1,social_visibility,MOD_SC003_2_03,0,2
P_F1_30542,F1,SC004_1,0,,,0,4
P_F1_30542,F1,SC004_2,1,in_out_group,MOD_SC004_2_04,1,2
P_F1_30542,F1,SC005_1,0,,,1,5
P_F1_30542,F1,SC005_2,1,time_pressure,MOD_SC005_2_05,0,5
P_F1_38198,F1,SC001_1,0,,,0,2
P_F1_38198,F1,SC001_2,1,self_preservation,MOD_SC001_2_01,1,2
P_F1_38198,F1,SC002_1,0,,,0,2
P_F1_38198,F1,SC002_2,1,resource_scarcity,MOD_SC002_2_02,0,4
P_F1_38198,F1,SC003_1,0,,,0,5
P_F1_38198,F1,SC003_2,1,social_visibility,MOD_SC003_2_03,0,4
P_F1_38198,F1,SC004_1,0,,,1,2
P_F1_38198,F1,SC004_2,1,in_out_group,MOD_SC004_2_04,1,5
P_F1_38198,F1,SC005_1,0,,,0,5
P_F1_38198,F1,SC005_2,1,time_pressure,MOD_SC005_2_05,1,5
P_F1_44724,F1,SC001_1,0,,,1,3
P_F1_44724,F1,SC001_2,1,self_preservation,MOD_SC001_2_01,0,3
P_F1_44724,F1,SC002_1,0,,,1,3
P_F1_44724,F1,SC002_2,1,resource_scarcity,MOD_SC002_2_02,1,3
P_F1_44724,F1,SC003_1,0,,,1,4
P_F1_44724,F1,SC003_2,1,social_visibility,MOD_SC003_2_03,0,4
P_F1_44724,F1,SC004_1,0,,,1,3
P_F1_44724,F1,SC004_2,1,in_out_group,MOD_SC004_2_04,1,4
P_F1_44724,F1,SC005_1,0,,,1,3
P_F1_44724,F1,SC005_2,1,time_pressure,MOD_SC005_2_05,1,4
P_F1_58708,F1,SC001_1,0,,,1,5
P_F1_58708,F1,SC001_2,1,self_preservation,MOD_SC001_2_01,1,4
P_F1_58708,F1,SC002_1,0,,,0,5
P_F1_58708,F1,SC002_2,1,resource_scarcity,MOD_SC002_2_02,0,2
P_F1_58708,F1,SC003_1,0,,,1,2
P_F1_58708,F1,SC003_2,1,social_visibility,MOD_SC003_2_03,1,2
P_F1_58708,F1,SC004_1,0,,,1,2
P_F1_58708,F1,SC004_2,1,in_out_group,MOD_SC004_2_04,0,3
P_F1_58708,F1,SC005_1,0,,,0,2
P_F1_58708,F1,SC005_2,1,time_pressure,MOD_SC005_2_05,0,3
P_F1_53822,F1,SC001_1,0,,,0,4
P_F1_53822,F1,SC001_2,1,self_preservation,MOD_SC001_2_01,1,3
P_F1_53822,F1,SC002_1,0,,,0,5
P_F1_53822,F1,SC002_2,1,resource_scarcity,MOD_SC002_2_02,1,5
P_F1_53822,F1,SC003_1,0,,,1,3
P_F1_53822,F1,SC003_2,1,social_visibility,MOD_SC003_2_03,1,5
P_F1_53822,F1,SC004_1,0,,,0,2
P_F1_53822,F1,SC004_2,1,in_out_group,MOD_SC004_2_04,1,2
P_F1_53822,F1,SC005_1,0,,,0,5
P_F1_53822,F1,SC005_2,1,time_pressure,MOD_SC005_2_05,1,3
P_F1_22482,F1,SC001_1,0,,,0,2
P_F1_22482,F1,SC001_2,1,self_preservation,MOD_SC001_2_01,0,3
P_F1_22482,F1,SC002_1,0,,,0,2
P_F1_22482,F1,SC002_2,1,resource_scarcity,MOD_SC002_2_02,1,4
P_F1_22482,F1,SC003_1,0,,,1,5
P_F1_22482,F1,SC003_2,1,social_visibility,MOD_SC003_2_03,0,2
P_F1_22482,F1,SC004_1,0,,,1,4
P_F1_22482,F1,SC004_2,1,in_out_group,MOD_SC004_2_04,0,2
P_F1_22482,F1,SC005_1,0,,,1,5
P_F1_22482,F1,SC005_2,1,time_pressure,MOD_SC005_2_05,1,3
P_F1_73050,F1,SC001_1,0,,,0,2
P_F1_73050,F1,SC001_2,1,self_preservation,MOD_SC001_2_01,1,4
P_F1_73050,F1,SC002_1,0,,,0,4
P_F1_73050,F1,SC002_2,1,resource_scarcity,MOD_SC002_2_02,1,3
P_F1_73050,F1,SC003_1,0,,,0,3
P_F1_73050,F1,SC003_2,1,social_visibility,MOD_SC003_2_03,1,3
P_F1_73050,F1,SC004_1,0,,,0,2
P_F1_73050,F1,SC004_2,1,in_out_group,MOD_SC004_2_04,1,2
P_F1_73050,F1,SC005_1,0,,,0,3
P_F1_73050,F1,SC005_2,1,time_pressure,MOD_SC005_2_05,0,3
P_F1_38524,F1,SC001_1,0,,,0,2
P_F1_38524,F1,SC001_2,1,self_preservation,MOD_SC001_2_01,0,5
P_F1_38524,F1,SC002_1,0,,,1,4
P_F1_38524,F1,SC002_2,1,resource_scarcity,MOD_SC002_2_02,1,5
P_F1_38524,F1,SC003_1,0,,,0,5
P_F1_38524,F1,SC003_2,1,social_visibility,MOD_SC003_2_03,1,4
P_F1_38524,F1,SC004_1,0,,,0,5
P_F1_38524,F1,SC004_2,1,in_out_group,MOD_SC004_2_04,0,3
P_F1_38524,F1,SC005_1,0,,,0,4
P_F1_38524,F1,SC005_2,1,time_pressure,MOD_SC005_2_05,0,2
P_F2_99827,F2,SC001_2,0,,,0,2
P_F2_99827,F2,SC001_1,1,time_pressure,MOD_SC001_1_05,1,3
P_F2_99827,F2,SC002_2,0,,,0,4
P_F2_99827,F2,SC002_1,1,diffused_responsibility,MOD_SC002_1_06,0,4
P_F2_99827,F2,SC003_2,0,,,1,4
P_F2_99827,F2,SC003_1,1,competence_uncertainty,MOD_SC003_1_07,0,5
P_F2_99827,F2,SC004_2,0,,,1,4
P_F2_99827,F2,SC004_1,1,authority_signal,MOD_SC004_1_08,0,3
P_F2_99827,F2,SC005_2,0,,,0,3
P_F2_99827,F2,SC005_1,1,self_preservation,MOD_SC005_1_01,1,2
P_F2_77353,F2,SC001_2,0,,,0,4
P_F2_77353,F2,SC001_1,1,time_pressure,MOD_SC001_1_05,1,3
P_F2_77353,F2,SC002_2,0,,,1,2
P_F2_77353,F2,SC002_1,1,diffused_responsibility,MOD_SC002_1_06,1,5
P_F2_77353,F2,SC003_2,0,,,0,5
P_F2_77353,F2,SC003_1,1,competence_uncertainty,MOD_SC003_1_07,1,4
P_F2_77353,F2,SC004_2,0,,,0,4
P_F2_77353,F2,SC004_1,1,authority_signal,MOD_SC004_1_08,1,5
P_F2_77353,F2,SC005_2,0,,,0,4
P_F2_77353,F2,SC005_1,1,self_preservation,MOD_SC005_1_01,0,3
P_F2_34529,F2,SC001_2,0,,,1,3
P_F2_34529,F2,SC001_1,1,time_pressure,MOD_SC001_1_05,0,2
P_F2_34529,F2,SC002_2,0,,,0,5
P_F2_34529,F2,SC002_1,1,diffused_responsibility,MOD_SC002_1_06,0,2
P_F2_34529,F2,SC003_2,0,,,0,3
P_F2_34529,F2,SC003_1,1,competence_uncertainty,MOD_SC003_1_07,0,2
P_F2_34529,F2,SC004_2,0,,,0,5
P_F2_34529,F2,SC004_1,1,authority_signal,MOD_SC004_1_08,0,4
P_F2_34529,F2,SC005_2,0,,,1,5
P_F2_34529,F2,SC005_1,1,self_preservation,MOD_SC005_1_01,0,4
P_F2_18754,F2,SC001_2,0,,,1,4
P_F2_18754,F2,SC001_1,1,time_pressure,MOD_SC001_1_05,1,5
P_F2_18754,F2,SC002_2,0,,,1,3
P_F2_18754,F2,SC002_1,1,diffused_responsibility,MOD_SC002_1_06,0,2
P_F2_18754,F2,SC003_2,0,,,0,2
P_F2_18754,F2,SC003_1,1,competence_uncertainty,MOD_SC003_1_07,1,5
P_F2_18754,F2,SC004_2,0,,,1,3
P_F2_18754,F2,SC004_1,1,authority_signal,MOD_SC004_1_08,1,4
P_F2_18754,F2,SC005_2,0,,,0,3
P_F2_18754,F2,SC005_1,1,self_preservation,MOD_SC005_1_01,1,3
P_F2_45878,F2,SC001_2,0,,,1,5
P_F2_45878,F2,SC001_1,1,time_pressure,MOD_SC001_1_05,1,4
P_F2_45878,F2,SC002_2,0,,,0,3
P_F2_45878,F2,SC002_1,1,diffused_responsibility,MOD_SC002_1_06,0,4
P_F2_45878,F2,SC003_2,0,,,0,4
P_F2_45878,F2,SC003_1,1,competence_uncertainty,MOD_SC003_1_07,1,3
P_F2_45878,F2,SC004_2,0,,,0,5
P_F2_45878,F2,SC004_1,1,authority_signal,MOD_SC004_1_08,0,5
P_F2_45878,F2,SC005_2,0,,,0,4
P_F2_45878,F2,SC005_1,1,self_preservation,MOD_SC005_1_01,1,3
P_F2_42930,F2,SC001_2,0,,,0,5
P_F2_42930,F2,SC001_1,1,time_pressure,MOD_SC001_1_05,1,5
P_F2_42930,F2,SC002_2,0,,,0,2
P_F2_42930,F2,SC002_1,1,diffused_responsibility,MOD_SC002_1_06,0,3
P_F2_42930,F2,SC003_2,0,,,1,3
P_F2_42930,F2,SC003_1,1,competence_uncertainty,MOD_SC003_1_07,0,5
P_F2_42930,F2,SC004_2,0,,,1,5
P_F2_42930,F2,SC004_1,1,authority_signal,MOD_SC004_1_08,1,2
P_F2_42930,F2,SC005_2,0,,,0,5
P_F2_42930,F2,SC005_1,1,self_preservation,MOD_SC005_1_01,1,3
P_F2_36231,F2,SC001_2,0,,,0,3
P_F2_36231,F2,SC001_1,1,time_pressure,MOD_SC001_1_05,1,5
P_F2_36231,F2,SC002_2,0,,,1,3
P_F2_36231,F2,SC002_1,1,diffused_responsibility,MOD_SC002_1_06,0,2
P_F2_36231,F2,SC003_2,0,,,0,2
P_F2_36231,F2,SC003_1,1,competence_uncertainty,MOD_SC003_1_07,0,4
P_F2_36231,F2,SC004_2,0,,,0,2
P_F2_36231,F2,SC004_1,1,authority_signal,MOD_SC004_1_08,1,2
P_F2_36231,F2,SC005_2,0,,,1,4
P_F2_36231,F2,SC005_1,1,self_preservation,MOD_SC005_1_01,1,4
P_F2_69719,F2,SC001_2,0,,,0,4
P_F2_69719,F2,SC001_1,1,time_pressure,MOD_SC001_1_05,1,3
P_F2_69719,F2,SC002_2,0,,,0,2
P_F2_69719,F2,SC002_1,1,diffused_responsibility,MOD_SC002_1_06,0,2
P_F2_69719,F2,SC003_2,0,,,1,4
P_F2_69719,F2,SC003_1,1,competence_uncertainty,MOD_SC003_1_07,1,4
P_F2_69719,F2,SC004_2,0,,,0,2
P_F2_69719,F2,SC004_1,1,authority_signal,MOD_SC004_1_08,0,3
P_F2_69719,F2,SC005_2,0,,,1,2
P_F2_69719,F2,SC005_1,1,self_preservation,MOD_SC005_1_01,1,3
P_F2_44103,F2,SC001_2,0,,,0,2
P_F2_44103,F2,SC001_1,1,time_pressure,MOD_SC001_1_05,0,5
P_F2_44103,F2,SC002_2,0,,,1,3
P_F2_44103,F2,SC002_1,1,diffused_responsibility,MOD_SC002_1_06,1,3
P_F2_44103,F2,SC003_2,0,,,1,3
P_F2_44103,F2,SC003_1,1,competence_uncertainty,MOD_SC003_1_07,0,4
P_F2_44103,F2,SC004_2,0,,,1,2
P_F2_44103,F2,SC004_1,1,authority_signal,MOD_SC004_1_08,0,2
P_F2_44103,F2,SC005_2,0,,,0,3
P_F2_44103,F2,SC005_1,1,self_preservation,MOD_SC005_1_01,0,4
P_F2_11942,F2,SC001_2,0,,,0,5
P_F2_11942,F2,SC001_1,1,time_pressure,MOD_SC001_1_05,1,2
P_F2_11942,F2,SC002_2,0,,,1,4
P_F2_11942,F2,SC002_1,1,diffused_responsibility,MOD_SC002_1_06,0,5
P_F2_11942,F2,SC003_2,0,,,1,4
P_F2_11942,F2,SC003_1,1,competence_uncertainty,MOD_SC003_1_07,0,2
P_F2_11942,F2,SC004_2,0,,,0,5
P_F2_11942,F2,SC004_1,1,authority_signal,MOD_SC004_1_08,0,5
P_F2_11942,F2,SC005_2,0,,,1,5
P_F2_11942,F2,SC005_1,1,self_preservation,MOD_SC005_1_01,1,3
P_F2_92706,F2,SC001_2,0,,,0,2
P_F2_92706,F2,SC001_1,1,time_pressure,MOD_SC001_1_05,1,3
P_F2_92706,F2,SC002_2,0,,,1,5
P_F2_92706,F2,SC002_1,1,diffused_responsibility,MOD_SC002_1_06,0,5
P_F2_92706,F2,SC003_2,0,,,1,5
P_F2_92706,F2,SC003_1,1,competence_uncertainty,MOD_SC003_1_07,0,3
P_F2_92706,F2,SC004_2,0,,,1,3
P_F2_92706,F2,SC004_1,1,authority_signal,MOD_SC004_1_08,1,5
P_F2_92706,F2,SC005_2,0,,,1,5
P_F2_92706,F2,SC005_1,1,self_preservation,MOD_SC005_1_01,1,4
P_F2_89514,F2,SC001_2,0,,,1,4
P_F2_89514,F2,SC001_1,1,time_pressure,MOD_SC001_1_05,0,3
P_F2_89514,F2,SC002_2,0,,,0,4
P_F2_89514,F2,SC002_1,1,diffused_responsibility,MOD_SC002_1_06,0,3
P_F2_89514,F2,SC003_2,0,,,0,4
P_F2_89514,F2,SC003_1,1,competence_uncertainty,MOD_SC003_1_07,0,5
P_F2_89514,F2,SC004_2,0,,,1,4
P_F2_89514,F2,SC004_1,1,authority_signal,MOD_SC004_1_08,0,2
P_F2_89514,F2,SC005_2,0,,,0,2
P_F2_89514,F2,SC005_1,1,self_preservation,MOD_SC005_1_01,0,5
P_F2_40527,F2,SC001_2,0,,,0,4
P_F2_40527,F2,SC001_1,1,time_pressure,MOD_SC001_1_05,0,3
P_F2_40527,F2,SC002_2,0,,,0,5
P_F2_40527,F2,SC002_1,1,diffused_responsibility,MOD_SC002_1_06,0,2
P_F2_40527,F2,SC003_2,0,,,1,2
P_F2_40527,F2,SC003_1,1,competence_uncertainty,MOD_SC003_1_07,0,5
P_F2_40527,F2,SC004_2,0,,,0,4
P_F2_40527,F2,SC004_1,1,authority_signal,MOD_SC004_1_08,1,2
P_F2_40527,F2,SC005_2,0,,,0,2
P_F2_40527,F2,SC005_1,1,self_preservation,MOD_SC005_1_01,0,2
P_F2_19613,F2,SC001_2,0,,,1,3
P_F2_19613,F2,SC001_1,1,time_pressure,MOD_SC001_1_05,1,5
P_F2_19613,F2,SC002_2,0,,,1,4
P_F2_19613,F2,SC002_1,1,diffused_responsibility,MOD_SC002_1_06,0,4
P_F2_19613,F2,SC003_2,0,,,0,2
P_F2_19613,F2,SC003_1,1,competence_uncertainty,MOD_SC003_1_07,1,2
P_F2_19613,F2,SC004_2,0,,,1,4
P_F2_19613,F2,SC004_1,1,authority_signal,MOD_SC004_1_08,1,5
P_F2_19613,F2,SC005_2,0,,,0,3
P_F2_19613,F2,SC005_1,1,self_preservation,MOD_SC005_1_01,1,4
P_F2_61972,F2,SC001_2,0,,,0,4
P_F2_61972,F2,SC001_1,1,time_pressure,MOD_SC001_1_05,1,3
P_F2_61972,F2,SC002_2,0,,,1,2
P_F2_61972,F2,SC002_1,1,diffused_responsibility,MOD_SC002_1_06,1,2
P_F2_61972,F2,SC003_2,0,,,0,4
P_F2_61972,F2,SC003_1,1,competence_uncertainty,MOD_SC003_1_07,1,2
P_F2_61972,F2,SC004_2,0,,,1,2
P_F2_61972,F2,SC004_1,1,authority_signal,MOD_SC004_1_08,1,2
P_F2_61972,F2,SC005_2,0,,,1,3
P_F2_61972,F2,SC005_1,1,self_preservation,MOD_SC005_1_01,1,2
P_F2_70041,F2,SC001_2,0,,,0,4
P_F2_70041,F2,SC001_1,1,time_pressure,MOD_SC001_1_05,0,4
P_F2_70041,F2,SC002_2,0,,,0,4
P_F2_70041,F2,SC002_1,1,diffused_responsibility,MOD_SC002_1_06,0,4
P_F2_70041,F2,SC003_2,0,,,1,4
P_F2_70041,F2,SC003_1,1,competence_uncertainty,MOD_SC003_1_07,1,4
P_F2_70041,F2,SC004_2,0,,,1,3
P_F2_70041,F2,SC004_1,1,authority_signal,MOD_SC004_1_08,1,5
P_F2_70041,F2,SC005_2,0,,,0,3
P_F2_70041,F2,SC005_1,1,self_preservation,MOD_SC005_1_01,0,2
P_F2_54093,F2,SC001_2,0,,,0,4
P_F2_54093,F2,SC001_1,1,time_pressure,MOD_SC001_1_05,0,4
P_F2_54093,F2,SC002_2,0,,,0,2
P_F2_54093,F2,SC002_1,1,diffused_responsibility,MOD_SC002_1_06,0,2
P_F2_54093,F2,SC003_2,0,,,1,5
P_F2_54093,F2,SC003_1,1,competence_uncertainty,MOD_SC003_1_07,1,3
P_F2_54093,F2,SC004_2,0,,,1,4
P_F2_54093,F2,SC004_1,1,authority_signal,MOD_SC004_1_08,0,2
P_F2_54093,F2,SC005_2,0,,,0,2
P_F2_54093,F2,SC005_1,1,self_preservation,MOD_SC005_1_01,1,5
P_F2_17573,F2,SC001_2,0,,,0,2
P_F2_17573,F2,SC001_1,1,time_pressure,MOD_SC001_1_05,1,4
P_F2_17573,F2,SC002_2,0,,,1,3
P_F2_17573,F2,SC002_1,1,diffused_responsibility,MOD_SC002_1_06,0,5
P_F2_17573,F2,SC003_2,0,,,1,2
P_F2_17573,F2,SC003_1,1,competence_uncertainty,MOD_SC003_1_07,0,3
P_F2_17573,F2,SC004_2,0,,,0,3
P_F2_17573,F2,SC004_1,1,authority_signal,MOD_SC004_1_08,1,3
P_F2_17573,F2,SC005_2,0,,,0,3
P_F2_17573,F2,SC005_1,1,self_preservation,MOD_SC005_1_01,1,3
P_F2_16888,F2,SC001_2,0,,,0,2
P_F2_16888,F2,SC001_1,1,time_pressure,MOD_SC001_1_05,1,4
P_F2_16888,F2,SC002_2,0,,,0,4
P_F2_16888,F2,SC002_1,1,diffused_responsibility,MOD_SC002_1_06,1,5
P_F2_16888,F2,SC003_2,0,,,0,5
P_F2_16888,F2,SC003_1,1,competence_uncertainty,MOD_SC003_1_07,0,2
P_F2_16888,F2,SC004_2,0,,,1,5
P_F2_16888,F2,SC004_1,1,authority_signal,MOD_SC004_1_08,1,5
P_F2_16888,F2,SC005_2,0,,,0,4
P_F2_16888,F2,SC005_1,1,self_preservation,MOD_SC005_1_01,1,2
P_F2_62759,F2,SC001_2,0,,,1,4
P_F2_62759,F2,SC001_1,1,time_pressure,MOD_SC001_1_05,1,2
P_F2_62759,F2,SC002_2,0,,,0,2
P_F2_62759,F2,SC002_1,1,diffused_responsibility,MOD_SC002_1_06,0,3
P_F2_62759,F2,SC003_2,0,,,1,3
P_F2_62759,F2,SC003_1,1,competence_uncertainty,MOD_SC003_1_07,1,5
P_F2_62759,F2,SC004_2,0,,,0,5
P_F2_62759,F2,SC004_1,1,authority_signal,MOD_SC004_1_08,1,3
P_F2_62759,F2,SC005_2,0,,,0,4
P_F2_62759,F2,SC005_1,1,self_preservation,MOD_SC005_1_01,1,2
P_F2_35956,F2,SC001_2,0,,,0,3
P_F2_35956,F2,SC001_1,1,time_pressure,MOD_SC001_1_05,1,5
P_F2_35956,F2,SC002_2,0,,,1,5
P_F2_35956,F2,SC002_1,1,diffused_responsibility,MOD_SC002_1_06,0,3
P_F2_35956,F2,SC003_2,0,,,1,5
P_F2_35956,F2,SC003_1,1,competence_uncertainty,MOD_SC003_1_07,1,3
P_F2_35956,F2,SC004_2,0,,,0,2
P_F2_35956,F2,SC004_1,1,authority_signal,MOD_SC004_1_08,0,4
P_F2_35956,F2,SC005_2,0,,,1,4
P_F2_35956,F2,SC005_1,1,self_preservation,MOD_SC005_1_01,0,4
P_F2_85147,F2,SC001_2,0,,,1,3
P_F2_85147,F2,SC001_1,1,time_pressure,MOD_SC001_1_05,1,5
P_F2_85147,F2,SC002_2,0,,,0,4
P_F2_85147,F2,SC002_1,1,diffused_responsibility,MOD_SC002_1_06,0,2
P_F2_85147,F2,SC003_2,0,,,1,2
P_F2_85147,F2,SC003_1,1,competence_uncertainty,MOD_SC003_1_07,1,2
P_F2_85147,F2,SC004_2,0,,,1,5
P_F2_85147,F2,SC004_1,1,authority_signal,MOD_SC004_1_08,0,2
P_F2_85147,F2,SC005_2,0,,,0,4
P_F2_85147,F2,SC005_1,1,self_preservation,MOD_SC005_1_01,0,3
P_F2_39338,F2,SC001_2,0,,,0,3
P_F2_39338,F2,SC001_1,1,time_pressure,MOD_SC001_1_05,1,4
P_F2_39338,F2,SC002_2,0,,,0,5
P_F2_39338,F2,SC002_1,1,diffused_responsibility,MOD_SC002_1_06,0,3
P_F2_39338,F2,SC003_2,0,,,1,2
P_F2_39338,F2,SC003_1,1,competence_uncertainty,MOD_SC003_1_07,0,5
P_F2_39338,F2,SC004_2,0,,,1,4
P_F2_39338,F2,SC004_1,1,authority_signal,MOD_SC004_1_08,1,4
P_F2_39338,F2,SC005_2,0,,,0,4
P_F2_39338,F2,SC005_1,1,self_preservation,MOD_SC005_1_01,1,3
P_F2_11289,F2,SC001_2,0,,,1,4
P_F2_11289,F2,SC001_1,1,time_pressure,MOD_SC001_1_05,0,5
P_F2_11289,F2,SC002_2,0,,,1,2
P_F2_11289,F2,SC002_1,1,diffused_responsibility,MOD_SC002_1_06,0,2
P_F2_11289,F2,SC003_2,0,,,0,5
P_F2_11289,F2,SC003_1,1,competence_uncertainty,MOD_SC003_1_07,1,4
P_F2_11289,F2,SC004_2,0,,,0,4
P_F2_11289,F2,SC004_1,1,authority_signal,MOD_SC004_1_08,0,4
P_F2_11289,F2,SC005_2,0,,,1,3
P_F2_11289,F2,SC005_1,1,self_preservation,MOD_SC005_1_01,1,3
P_F2_17614,F2,SC001_2,0,,,1,3
P_F2_17614,F2,SC001_1,1,time_pressure,MOD_SC001_1_05,0,2
P_F2_17614,F2,SC002_2,0,,,0,2
P_F2_17614,F2,SC002_1,1,diffused_responsibility,MOD_SC002_1_06,1,2
P_F2_17614,F2,SC003_2,0,,,0,3
P_F2_17614,F2,SC003_1,1,competence_uncertainty,MOD_SC003_1_07,1,3
P_F2_17614,F2,SC004_2,0,,,1,3
P_F2_17614,F2,SC004_1,1,authority_signal,MOD_SC004_1_08,1,5
P_F2_17614,F2,SC005_2,0,,,1,5
P_F2_17614,F2,SC005_1,1,self_preservation,MOD_SC005_1_01,1,3
P_F2_64601,F2,SC001_2,0,,,1,5
P_F2_64601,F2,SC001_1,1,time_pressure,MOD_SC001_1_05,1,2
P_F2_64601,F2,SC002_2,0,,,1,5
P_F2_64601,F2,SC002_1,1,diffused_responsibility,MOD_SC002_1_06,0,3
P_F2_64601,F2,SC003_2,0,,,0,4
P_F2_64601,F2,SC003_1,1,competence_uncertainty,MOD_SC003_1_07,0,2
P_F2_64601,F2,SC004_2,0,,,0,2
P_F2_64601,F2,SC004_1,1,authority_signal,MOD_SC004_1_08,0,2
P_F2_64601,F2,SC005_2,0,,,1,4
P_F2_64601,F2,SC005_1,1,self_preservation,MOD_SC005_1_01,1,4
P_F2_35760,F2,SC001_2,0,,,0,5
P_F2_35760,F2,SC001_1,1,time_pressure,MOD_SC001_1_05,1,4
P_F2_35760,F2,SC002_2,0,,,1,2
P_F2_35760,F2,SC002_1,1,diffused_responsibility,MOD_SC002_1_06,1,2
P_F2_35760,F2,SC003_2,0,,,1,5
P_F2_35760,F2,SC003_1,1,competence_uncertainty,MOD_SC003_1_07,1,4
P_F2_35760,F2,SC004_2,0,,,0,3
P_F2_35760,F2,SC004_1,1,authority_signal,MOD_SC004_1_08,1,5
P_F2_35760,F2,SC005_2,0,,,1,3
P_F2_35760,F2,SC005_1,1,self_preservation,MOD_SC005_1_01,1,4
P_F2_94067,F2,SC001_2,0,,,1,4
P_F2_94067,F2,SC001_1,1,time_pressure,MOD_SC001_1_05,0,2
P_F2_94067,F2,SC002_2,0,,,0,2
P_F2_94067,F2,SC002_1,1,diffused_responsibility,MOD_SC002_1_06,1,5
P_F2_94067,F2,SC003_2,0,,,1,5
P_F2_94067,F2,SC003_1,1,competence_uncertainty,MOD_SC003_1_07,0,2
P_F2_94067,F2,SC004_2,0,,,0,2
P_F2_94067,F2,SC004_1,1,authority_signal,MOD_SC004_1_08,1,5
P_F2_94067,F2,SC005_2,0,,,0,5
P_F2_94067,F2,SC005_1,1,self_preservation,MOD_SC005_1_01,1,3
P_F2_39862,F2,SC001_2,0,,,1,4
P_F2_39862,F2,SC001_1,1,time_pressure,MOD_SC001_1_05,0,4
P_F2_39862,F2,SC002_2,0,,,0,4
P_F2_39862,F2,SC002_1,1,diffused_responsibility,MOD_SC002_1_06,1,2
P_F2_39862,F2,SC003_2,0,,,1,5
P_F2_39862,F2,SC003_1,1,competence_uncertainty,MOD_SC003_1_07,1,4
P_F2_39862,F2,SC004_2,0,,,0,2
P_F2_39862,F2,SC004_1,1,authority_signal,MOD_SC004_1_08,1,3
P_F2_39862,F2,SC005_2,0,,,0,5
P_F2_39862,F2,SC005_1,1,self_preservation,MOD_SC005_1_01,1,4
P_F2_98565,F2,SC001_2,0,,,1,2
P_F2_98565,F2,SC001_1,1,time_pressure,MOD_SC001_1_05,1,2
P_F2_98565,F2,SC002_2,0,,,1,3
P_F2_98565,F2,SC002_1,1,diffused_responsibility,MOD_SC002_1_06,0,5
P_F2_98565,F2,SC003_2,0,,,1,3
P_F2_98565,F2,SC003_1,1,competence_uncertainty,MOD_SC003_1_07,0,4
P_F2_98565,F2,SC004_2,0,,,1,3
P_F2_98565,F2,SC004_1,1,authority_signal,MOD_SC004_1_08,1,2
P_F2_98565,F2,SC005_2,0,,,0,2
P_F2_98565,F2,SC005_1,1,self_preservation,MOD_SC005_1_01,0,2
P_F2_82490,F2,SC001_2,0,,,1,3
P_F2_82490,F2,SC001_1,1,time_pressure,MOD_SC001_1_05,1,3
P_F2_82490,F2,SC002_2,0,,,0,3
P_F2_82490,F2,SC002_1,1,diffused_responsibility,MOD_SC002_1_06,1,3
P_F2_82490,F2,SC003_2,0,,,1,2
P_F2_82490,F2,SC003_1,1,competence_uncertainty,MOD_SC003_1_07,1,4
P_F2_82490,F2,SC004_2,0,,,0,5
P_F2_82490,F2,SC004_1,1,authority_signal,MOD_SC004_1_08,1,3
P_F2_82490,F2,SC005_2,0,,,1,2
P_F2_82490,F2,SC005_1,1,self_preservation,MOD_SC005_1_01,1,4
P_F2_98886,F2,SC001_2,0,,,1,2
P_F2_98886,F2,SC001_1,1,time_pressure,MOD_SC001_1_05,0,3
P_F2_98886,F2,SC002_2,0,,,0,3
P_F2_98886,F2,SC002_1,1,diffused_responsibility,MOD_SC002_1_06,1,2
P_F2_98886,F2,SC003_2,0,,,1,2
P_F2_98886,F2,SC003_1,1,competence_uncertainty,MOD_SC003_1_07,1,3
P_F2_98886,F2,SC004_2,0,,,1,4
P_F2_98886,F2,SC004_1,1,authority_signal,MOD_SC004_1_08,0,4
P_F2_98886,F2,SC005_2,0,,,0,4
P_F2_98886,F2,SC005_1,1,self_preservation,MOD_SC005_1_01,1,5
P_F2_13024,F2,SC001_2,0,,,0,3
P_F2_13024,F2,SC001_1,1,time_pressure,MOD_SC001_1_05,1,5
P_F2_13024,F2,SC002_2,0,,,0,4
P_F2_13024,F2,SC002_1,1,diffused_responsibility,MOD_SC002_1_06,1,5
P_F2_13024,F2,SC003_2,0,,,0,3
P_F2_13024,F2,SC003_1,1,competence_uncertainty,MOD_SC003_1_07,1,3
P_F2_13024,F2,SC004_2,0,,,1,2
P_F2_13024,F2,SC004_1,1,authority_signal,MOD_SC004_1_08,1,4
P_F2_13024,F2,SC005_2,0,,,1,3
P_F2_13024,F2,SC005_1,1,self_preservation,MOD_SC005_1_01,1,2
P_F2_70814,F2,SC001_2,0,,,1,2
P_F2_70814,F2,SC001_1,1,time_pressure,MOD_SC001_1_05,0,4
P_F2_70814,F2,SC002_2,0,,,1,5
P_F2_70814,F2,SC002_1,1,diffused_responsibility,MOD_SC002_1_06,1,2
P_F2_70814,F2,SC003_2,0,,,1,3
